,Gemeente,Latitude,Longitude,Provincie,Continent,Land,Discipline,Frequentie
315,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Spanje,Concert,1
316,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Spanje,Tentoonstelling,0
317,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Spanje,podium,0
318,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Georgië,Concert,0
319,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Georgië,Tentoonstelling,1
320,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Georgië,podium,0
321,Wervik,50.7841386,3.0448969,West Flanders,Europa,Duitsland,Concert,0
322,Wervik,50.7841386,3.0448969,West Flanders,Europa,Duitsland,Tentoonstelling,2
323,Wervik,50.7841386,3.0448969,West Flanders,Europa,Duitsland,podium,0
324,Wervik,50.7841386,3.0448969,West Flanders,Europa,Spanje,Concert,0
325,Wervik,50.7841386,3.0448969,West Flanders,Europa,Spanje,Tentoonstelling,0
326,Wervik,50.7841386,3.0448969,West Flanders,Europa,Spanje,podium,1
327,Wervik,50.7841386,3.0448969,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
328,Wervik,50.7841386,3.0448969,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
329,Wervik,50.7841386,3.0448969,West Flanders,Europa,Verenigd Koninkrijk,podium,1
330,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Nederland,Concert,2
331,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Nederland,Tentoonstelling,0
332,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Nederland,podium,0
333,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Duitsland,Concert,0
334,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Duitsland,Tentoonstelling,1
335,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Duitsland,podium,0
336,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Portugal,Concert,1
337,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Portugal,Tentoonstelling,0
338,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Portugal,podium,0
339,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Rusland,Concert,1
340,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Rusland,Tentoonstelling,0
341,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Rusland,podium,0
342,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Frankrijk,Concert,1
343,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,0
344,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Frankrijk,podium,0
345,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,1
346,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
347,Wezembeek-Oppem,50.8508976,4.4874562,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,0
348,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Canada,Concert,1
349,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Canada,Tentoonstelling,0
350,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Canada,podium,0
351,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Verenigde Staten,Concert,4
352,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
353,Bornem,51.0996057,4.2404586,Antwerp,Noord-Amerika,Verenigde Staten,podium,0
354,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Senegal,Concert,2
355,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Senegal,Tentoonstelling,0
356,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Senegal,podium,0
357,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Egypte,Concert,0
358,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Egypte,Tentoonstelling,1
359,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Egypte,podium,0
360,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Zimbabwe,Concert,0
361,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Zimbabwe,Tentoonstelling,1
362,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Zimbabwe,podium,0
363,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Libië,Concert,1
364,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Libië,Tentoonstelling,0
365,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Libië,podium,0
366,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Marokko,Concert,0
367,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Marokko,Tentoonstelling,0
368,Bornem,51.0996057,4.2404586,Antwerp,Afrika,Marokko,podium,1
369,Bornem,51.0996057,4.2404586,Antwerp,Azië,Turkije,Concert,0
370,Bornem,51.0996057,4.2404586,Antwerp,Azië,Turkije,Tentoonstelling,0
371,Bornem,51.0996057,4.2404586,Antwerp,Azië,Turkije,podium,2
372,Bornem,51.0996057,4.2404586,Antwerp,Azië,Mongolië,Concert,2
373,Bornem,51.0996057,4.2404586,Antwerp,Azië,Mongolië,Tentoonstelling,0
374,Bornem,51.0996057,4.2404586,Antwerp,Azië,Mongolië,podium,0
375,Bornem,51.0996057,4.2404586,Antwerp,Azië,China,Concert,3
376,Bornem,51.0996057,4.2404586,Antwerp,Azië,China,Tentoonstelling,0
377,Bornem,51.0996057,4.2404586,Antwerp,Azië,China,podium,0
378,Bornem,51.0996057,4.2404586,Antwerp,Azië,Israël,Concert,1
379,Bornem,51.0996057,4.2404586,Antwerp,Azië,Israël,Tentoonstelling,0
380,Bornem,51.0996057,4.2404586,Antwerp,Azië,Israël,podium,0
381,Bornem,51.0996057,4.2404586,Antwerp,Azië,Syrië,Concert,2
382,Bornem,51.0996057,4.2404586,Antwerp,Azië,Syrië,Tentoonstelling,0
383,Bornem,51.0996057,4.2404586,Antwerp,Azië,Syrië,podium,0
384,Bornem,51.0996057,4.2404586,Antwerp,Europa,Nederland,Concert,1
385,Bornem,51.0996057,4.2404586,Antwerp,Europa,Nederland,Tentoonstelling,0
386,Bornem,51.0996057,4.2404586,Antwerp,Europa,Nederland,podium,0
387,Bornem,51.0996057,4.2404586,Antwerp,Europa,Letland,Concert,0
388,Bornem,51.0996057,4.2404586,Antwerp,Europa,Letland,Tentoonstelling,0
389,Bornem,51.0996057,4.2404586,Antwerp,Europa,Letland,podium,1
390,Bornem,51.0996057,4.2404586,Antwerp,Europa,Oostenrijk,Concert,2
391,Bornem,51.0996057,4.2404586,Antwerp,Europa,Oostenrijk,Tentoonstelling,0
392,Bornem,51.0996057,4.2404586,Antwerp,Europa,Oostenrijk,podium,0
393,Bornem,51.0996057,4.2404586,Antwerp,Europa,Bulgarije,Concert,3
394,Bornem,51.0996057,4.2404586,Antwerp,Europa,Bulgarije,Tentoonstelling,0
395,Bornem,51.0996057,4.2404586,Antwerp,Europa,Bulgarije,podium,0
396,Bornem,51.0996057,4.2404586,Antwerp,Europa,Frankrijk,Concert,15
397,Bornem,51.0996057,4.2404586,Antwerp,Europa,Frankrijk,Tentoonstelling,0
398,Bornem,51.0996057,4.2404586,Antwerp,Europa,Frankrijk,podium,0
399,Bornem,51.0996057,4.2404586,Antwerp,Europa,Verenigd Koninkrijk,Concert,4
400,Bornem,51.0996057,4.2404586,Antwerp,Europa,Verenigd Koninkrijk,Tentoonstelling,0
401,Bornem,51.0996057,4.2404586,Antwerp,Europa,Verenigd Koninkrijk,podium,0
402,Bornem,51.0996057,4.2404586,Antwerp,Europa,Spanje,Concert,5
403,Bornem,51.0996057,4.2404586,Antwerp,Europa,Spanje,Tentoonstelling,0
404,Bornem,51.0996057,4.2404586,Antwerp,Europa,Spanje,podium,0
405,Bornem,51.0996057,4.2404586,Antwerp,Europa,Italië,Concert,4
406,Bornem,51.0996057,4.2404586,Antwerp,Europa,Italië,Tentoonstelling,0
407,Bornem,51.0996057,4.2404586,Antwerp,Europa,Italië,podium,0
408,Bornem,51.0996057,4.2404586,Antwerp,Europa,Zwitserland,Concert,0
409,Bornem,51.0996057,4.2404586,Antwerp,Europa,Zwitserland,Tentoonstelling,0
410,Bornem,51.0996057,4.2404586,Antwerp,Europa,Zwitserland,podium,1
411,Bornem,51.0996057,4.2404586,Antwerp,Europa,Griekenland,Concert,0
412,Bornem,51.0996057,4.2404586,Antwerp,Europa,Griekenland,Tentoonstelling,0
413,Bornem,51.0996057,4.2404586,Antwerp,Europa,Griekenland,podium,1
414,Bornem,51.0996057,4.2404586,Antwerp,Europa,Rusland,Concert,2
415,Bornem,51.0996057,4.2404586,Antwerp,Europa,Rusland,Tentoonstelling,0
416,Bornem,51.0996057,4.2404586,Antwerp,Europa,Rusland,podium,0
417,Bornem,51.0996057,4.2404586,Antwerp,Europa,Duitsland,Concert,2
418,Bornem,51.0996057,4.2404586,Antwerp,Europa,Duitsland,Tentoonstelling,0
419,Bornem,51.0996057,4.2404586,Antwerp,Europa,Duitsland,podium,0
420,Bornem,51.0996057,4.2404586,Antwerp,Europa,Tsjechië,Concert,2
421,Bornem,51.0996057,4.2404586,Antwerp,Europa,Tsjechië,Tentoonstelling,0
422,Bornem,51.0996057,4.2404586,Antwerp,Europa,Tsjechië,podium,0
423,Bornem,51.0996057,4.2404586,Antwerp,Europa,Estland,Concert,1
424,Bornem,51.0996057,4.2404586,Antwerp,Europa,Estland,Tentoonstelling,0
425,Bornem,51.0996057,4.2404586,Antwerp,Europa,Estland,podium,0
426,Bornem,51.0996057,4.2404586,Antwerp,Zuid-Amerika,Brazilië,Concert,0
427,Bornem,51.0996057,4.2404586,Antwerp,Zuid-Amerika,Brazilië,Tentoonstelling,0
428,Bornem,51.0996057,4.2404586,Antwerp,Zuid-Amerika,Brazilië,podium,1
429,Hasselt,50.93069,5.33248,Limburg,Afrika,Mali,Concert,1
430,Hasselt,50.93069,5.33248,Limburg,Afrika,Mali,Tentoonstelling,0
431,Hasselt,50.93069,5.33248,Limburg,Afrika,Mali,podium,0
432,Hasselt,50.93069,5.33248,Limburg,Afrika,Algerije,Concert,0
433,Hasselt,50.93069,5.33248,Limburg,Afrika,Algerije,Tentoonstelling,1
434,Hasselt,50.93069,5.33248,Limburg,Afrika,Algerije,podium,0
435,Hasselt,50.93069,5.33248,Limburg,Afrika,Zuid-Afrika,Concert,0
436,Hasselt,50.93069,5.33248,Limburg,Afrika,Zuid-Afrika,Tentoonstelling,2
437,Hasselt,50.93069,5.33248,Limburg,Afrika,Zuid-Afrika,podium,0
438,Hasselt,50.93069,5.33248,Limburg,Afrika,Egypte,Concert,0
439,Hasselt,50.93069,5.33248,Limburg,Afrika,Egypte,Tentoonstelling,0
440,Hasselt,50.93069,5.33248,Limburg,Afrika,Egypte,podium,1
441,Hasselt,50.93069,5.33248,Limburg,Afrika,Seychellen,Concert,1
442,Hasselt,50.93069,5.33248,Limburg,Afrika,Seychellen,Tentoonstelling,0
443,Hasselt,50.93069,5.33248,Limburg,Afrika,Seychellen,podium,0
444,Hasselt,50.93069,5.33248,Limburg,Afrika,Congo-Kinshasa,Concert,0
445,Hasselt,50.93069,5.33248,Limburg,Afrika,Congo-Kinshasa,Tentoonstelling,2
446,Hasselt,50.93069,5.33248,Limburg,Afrika,Congo-Kinshasa,podium,0
447,Hasselt,50.93069,5.33248,Limburg,Azië,China,Concert,2
448,Hasselt,50.93069,5.33248,Limburg,Azië,China,Tentoonstelling,0
449,Hasselt,50.93069,5.33248,Limburg,Azië,China,podium,0
450,Hasselt,50.93069,5.33248,Limburg,Azië,Oezbekistan,Concert,0
451,Hasselt,50.93069,5.33248,Limburg,Azië,Oezbekistan,Tentoonstelling,0
452,Hasselt,50.93069,5.33248,Limburg,Azië,Oezbekistan,podium,1
453,Hasselt,50.93069,5.33248,Limburg,Azië,Zuid-Korea,Concert,0
454,Hasselt,50.93069,5.33248,Limburg,Azië,Zuid-Korea,Tentoonstelling,1
455,Hasselt,50.93069,5.33248,Limburg,Azië,Zuid-Korea,podium,0
456,Hasselt,50.93069,5.33248,Limburg,Azië,Mongolië,Concert,0
457,Hasselt,50.93069,5.33248,Limburg,Azië,Mongolië,Tentoonstelling,0
458,Hasselt,50.93069,5.33248,Limburg,Azië,Mongolië,podium,1
459,Hasselt,50.93069,5.33248,Limburg,Azië,Iran,Concert,0
460,Hasselt,50.93069,5.33248,Limburg,Azië,Iran,Tentoonstelling,0
461,Hasselt,50.93069,5.33248,Limburg,Azië,Iran,podium,1
462,Hasselt,50.93069,5.33248,Limburg,Azië,Irak,Concert,0
463,Hasselt,50.93069,5.33248,Limburg,Azië,Irak,Tentoonstelling,0
464,Hasselt,50.93069,5.33248,Limburg,Azië,Irak,podium,1
465,Hasselt,50.93069,5.33248,Limburg,Azië,India,Concert,1
466,Hasselt,50.93069,5.33248,Limburg,Azië,India,Tentoonstelling,0
467,Hasselt,50.93069,5.33248,Limburg,Azië,India,podium,0
468,Hasselt,50.93069,5.33248,Limburg,Azië,Filipijnen,Concert,0
469,Hasselt,50.93069,5.33248,Limburg,Azië,Filipijnen,Tentoonstelling,1
470,Hasselt,50.93069,5.33248,Limburg,Azië,Filipijnen,podium,0
471,Hasselt,50.93069,5.33248,Limburg,Azië,Libanon,Concert,0
472,Hasselt,50.93069,5.33248,Limburg,Azië,Libanon,Tentoonstelling,0
473,Hasselt,50.93069,5.33248,Limburg,Azië,Libanon,podium,1
474,Hasselt,50.93069,5.33248,Limburg,Azië,Israël,Concert,3
475,Hasselt,50.93069,5.33248,Limburg,Azië,Israël,Tentoonstelling,0
476,Hasselt,50.93069,5.33248,Limburg,Azië,Israël,podium,0
477,Hasselt,50.93069,5.33248,Limburg,Azië,Syrië,Concert,1
478,Hasselt,50.93069,5.33248,Limburg,Azië,Syrië,Tentoonstelling,0
479,Hasselt,50.93069,5.33248,Limburg,Azië,Syrië,podium,0
480,Hasselt,50.93069,5.33248,Limburg,Azië,Kazachstan,Concert,0
481,Hasselt,50.93069,5.33248,Limburg,Azië,Kazachstan,Tentoonstelling,0
482,Hasselt,50.93069,5.33248,Limburg,Azië,Kazachstan,podium,1
483,Hasselt,50.93069,5.33248,Limburg,Azië,Japan,Concert,6
484,Hasselt,50.93069,5.33248,Limburg,Azië,Japan,Tentoonstelling,0
485,Hasselt,50.93069,5.33248,Limburg,Azië,Japan,podium,0
486,Hasselt,50.93069,5.33248,Limburg,Azië,Turkije,Concert,2
487,Hasselt,50.93069,5.33248,Limburg,Azië,Turkije,Tentoonstelling,0
488,Hasselt,50.93069,5.33248,Limburg,Azië,Turkije,podium,0
489,Hasselt,50.93069,5.33248,Limburg,Azië,Pakistan,Concert,0
490,Hasselt,50.93069,5.33248,Limburg,Azië,Pakistan,Tentoonstelling,1
491,Hasselt,50.93069,5.33248,Limburg,Azië,Pakistan,podium,0
492,Hasselt,50.93069,5.33248,Limburg,Azië,Afghanistan,Concert,1
493,Hasselt,50.93069,5.33248,Limburg,Azië,Afghanistan,Tentoonstelling,0
494,Hasselt,50.93069,5.33248,Limburg,Azië,Afghanistan,podium,0
495,Hasselt,50.93069,5.33248,Limburg,Azië,Indonesië,Concert,0
496,Hasselt,50.93069,5.33248,Limburg,Azië,Indonesië,Tentoonstelling,0
497,Hasselt,50.93069,5.33248,Limburg,Azië,Indonesië,podium,6
498,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Mexico,Concert,1
499,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Mexico,Tentoonstelling,0
500,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Mexico,podium,0
501,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Cuba,Concert,1
502,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Cuba,Tentoonstelling,0
503,Hasselt,50.93069,5.33248,Limburg,Centraal-Amerika,Cuba,podium,0
504,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Argentinië,Concert,1
505,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Argentinië,Tentoonstelling,0
506,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Argentinië,podium,0
507,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Brazilië,Concert,2
508,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Brazilië,Tentoonstelling,0
509,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Brazilië,podium,0
510,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Chili,Concert,2
511,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Chili,Tentoonstelling,0
512,Hasselt,50.93069,5.33248,Limburg,Zuid-Amerika,Chili,podium,0
513,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Canada,Concert,3
514,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Canada,Tentoonstelling,0
515,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Canada,podium,0
516,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Verenigde Staten,Concert,41
517,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
518,Hasselt,50.93069,5.33248,Limburg,Noord-Amerika,Verenigde Staten,podium,0
519,Hasselt,50.93069,5.33248,Limburg,Oceanië,Nieuw-Zeeland,Concert,1
520,Hasselt,50.93069,5.33248,Limburg,Oceanië,Nieuw-Zeeland,Tentoonstelling,0
521,Hasselt,50.93069,5.33248,Limburg,Oceanië,Nieuw-Zeeland,podium,0
522,Hasselt,50.93069,5.33248,Limburg,Oceanië,Australië,Concert,9
523,Hasselt,50.93069,5.33248,Limburg,Oceanië,Australië,Tentoonstelling,0
524,Hasselt,50.93069,5.33248,Limburg,Oceanië,Australië,podium,0
525,Hasselt,50.93069,5.33248,Limburg,Europa,Nederland,Concert,30
526,Hasselt,50.93069,5.33248,Limburg,Europa,Nederland,Tentoonstelling,0
527,Hasselt,50.93069,5.33248,Limburg,Europa,Nederland,podium,0
528,Hasselt,50.93069,5.33248,Limburg,Europa,Frankrijk,Concert,25
529,Hasselt,50.93069,5.33248,Limburg,Europa,Frankrijk,Tentoonstelling,0
530,Hasselt,50.93069,5.33248,Limburg,Europa,Frankrijk,podium,0
531,Hasselt,50.93069,5.33248,Limburg,Europa,Oostenrijk,Concert,8
532,Hasselt,50.93069,5.33248,Limburg,Europa,Oostenrijk,Tentoonstelling,0
533,Hasselt,50.93069,5.33248,Limburg,Europa,Oostenrijk,podium,0
534,Hasselt,50.93069,5.33248,Limburg,Europa,Rusland,Concert,9
535,Hasselt,50.93069,5.33248,Limburg,Europa,Rusland,Tentoonstelling,0
536,Hasselt,50.93069,5.33248,Limburg,Europa,Rusland,podium,0
537,Hasselt,50.93069,5.33248,Limburg,Europa,Spanje,Concert,2
538,Hasselt,50.93069,5.33248,Limburg,Europa,Spanje,Tentoonstelling,0
539,Hasselt,50.93069,5.33248,Limburg,Europa,Spanje,podium,0
540,Hasselt,50.93069,5.33248,Limburg,Europa,Slowakije,Concert,1
541,Hasselt,50.93069,5.33248,Limburg,Europa,Slowakije,Tentoonstelling,0
542,Hasselt,50.93069,5.33248,Limburg,Europa,Slowakije,podium,0
543,Hasselt,50.93069,5.33248,Limburg,Europa,Ierland,Concert,0
544,Hasselt,50.93069,5.33248,Limburg,Europa,Ierland,Tentoonstelling,0
545,Hasselt,50.93069,5.33248,Limburg,Europa,Ierland,podium,14
546,Hasselt,50.93069,5.33248,Limburg,Europa,Finland,Concert,2
547,Hasselt,50.93069,5.33248,Limburg,Europa,Finland,Tentoonstelling,0
548,Hasselt,50.93069,5.33248,Limburg,Europa,Finland,podium,0
549,Hasselt,50.93069,5.33248,Limburg,Europa,Italië,Concert,14
550,Hasselt,50.93069,5.33248,Limburg,Europa,Italië,Tentoonstelling,0
551,Hasselt,50.93069,5.33248,Limburg,Europa,Italië,podium,0
552,Hasselt,50.93069,5.33248,Limburg,Europa,Duitsland,Concert,24
553,Hasselt,50.93069,5.33248,Limburg,Europa,Duitsland,Tentoonstelling,0
554,Hasselt,50.93069,5.33248,Limburg,Europa,Duitsland,podium,0
555,Hasselt,50.93069,5.33248,Limburg,Europa,Polen,Concert,9
556,Hasselt,50.93069,5.33248,Limburg,Europa,Polen,Tentoonstelling,0
557,Hasselt,50.93069,5.33248,Limburg,Europa,Polen,podium,0
558,Hasselt,50.93069,5.33248,Limburg,Europa,Letland,Concert,6
559,Hasselt,50.93069,5.33248,Limburg,Europa,Letland,Tentoonstelling,0
560,Hasselt,50.93069,5.33248,Limburg,Europa,Letland,podium,0
561,Hasselt,50.93069,5.33248,Limburg,Europa,Estland,Concert,4
562,Hasselt,50.93069,5.33248,Limburg,Europa,Estland,Tentoonstelling,0
563,Hasselt,50.93069,5.33248,Limburg,Europa,Estland,podium,0
564,Hasselt,50.93069,5.33248,Limburg,Europa,Hongarije,Concert,2
565,Hasselt,50.93069,5.33248,Limburg,Europa,Hongarije,Tentoonstelling,0
566,Hasselt,50.93069,5.33248,Limburg,Europa,Hongarije,podium,0
567,Hasselt,50.93069,5.33248,Limburg,Europa,Portugal,Concert,2
568,Hasselt,50.93069,5.33248,Limburg,Europa,Portugal,Tentoonstelling,0
569,Hasselt,50.93069,5.33248,Limburg,Europa,Portugal,podium,0
570,Hasselt,50.93069,5.33248,Limburg,Europa,IJsland,Concert,1
571,Hasselt,50.93069,5.33248,Limburg,Europa,IJsland,Tentoonstelling,0
572,Hasselt,50.93069,5.33248,Limburg,Europa,IJsland,podium,0
573,Hasselt,50.93069,5.33248,Limburg,Europa,Albanië,Concert,0
574,Hasselt,50.93069,5.33248,Limburg,Europa,Albanië,Tentoonstelling,1
575,Hasselt,50.93069,5.33248,Limburg,Europa,Albanië,podium,0
576,Hasselt,50.93069,5.33248,Limburg,Europa,Oekraïne,Concert,3
577,Hasselt,50.93069,5.33248,Limburg,Europa,Oekraïne,Tentoonstelling,0
578,Hasselt,50.93069,5.33248,Limburg,Europa,Oekraïne,podium,0
579,Hasselt,50.93069,5.33248,Limburg,Europa,Slovenië,Concert,0
580,Hasselt,50.93069,5.33248,Limburg,Europa,Slovenië,Tentoonstelling,0
581,Hasselt,50.93069,5.33248,Limburg,Europa,Slovenië,podium,2
582,Hasselt,50.93069,5.33248,Limburg,Europa,Noorwegen,Concert,1
583,Hasselt,50.93069,5.33248,Limburg,Europa,Noorwegen,Tentoonstelling,0
584,Hasselt,50.93069,5.33248,Limburg,Europa,Noorwegen,podium,0
585,Hasselt,50.93069,5.33248,Limburg,Europa,Bulgarije,Concert,2
586,Hasselt,50.93069,5.33248,Limburg,Europa,Bulgarije,Tentoonstelling,0
587,Hasselt,50.93069,5.33248,Limburg,Europa,Bulgarije,podium,0
588,Hasselt,50.93069,5.33248,Limburg,Europa,Verenigd Koninkrijk,Concert,30
589,Hasselt,50.93069,5.33248,Limburg,Europa,Verenigd Koninkrijk,Tentoonstelling,0
590,Hasselt,50.93069,5.33248,Limburg,Europa,Verenigd Koninkrijk,podium,0
591,Hasselt,50.93069,5.33248,Limburg,Europa,Litouwen,Concert,0
592,Hasselt,50.93069,5.33248,Limburg,Europa,Litouwen,Tentoonstelling,1
593,Hasselt,50.93069,5.33248,Limburg,Europa,Litouwen,podium,0
594,Hasselt,50.93069,5.33248,Limburg,Europa,Denemarken,Concert,2
595,Hasselt,50.93069,5.33248,Limburg,Europa,Denemarken,Tentoonstelling,0
596,Hasselt,50.93069,5.33248,Limburg,Europa,Denemarken,podium,0
597,Hasselt,50.93069,5.33248,Limburg,Europa,Tsjechië,Concert,5
598,Hasselt,50.93069,5.33248,Limburg,Europa,Tsjechië,Tentoonstelling,0
599,Hasselt,50.93069,5.33248,Limburg,Europa,Tsjechië,podium,0
600,Hasselt,50.93069,5.33248,Limburg,Europa,Griekenland,Concert,2
601,Hasselt,50.93069,5.33248,Limburg,Europa,Griekenland,Tentoonstelling,0
602,Hasselt,50.93069,5.33248,Limburg,Europa,Griekenland,podium,0
603,Hasselt,50.93069,5.33248,Limburg,Europa,Roemenië,Concert,1
604,Hasselt,50.93069,5.33248,Limburg,Europa,Roemenië,Tentoonstelling,0
605,Hasselt,50.93069,5.33248,Limburg,Europa,Roemenië,podium,0
606,Hasselt,50.93069,5.33248,Limburg,Europa,Zweden,Concert,6
607,Hasselt,50.93069,5.33248,Limburg,Europa,Zweden,Tentoonstelling,0
608,Hasselt,50.93069,5.33248,Limburg,Europa,Zweden,podium,0
609,Staden,50.9746511,3.0145745,West Flanders,Europa,Frankrijk,Concert,0
610,Staden,50.9746511,3.0145745,West Flanders,Europa,Frankrijk,Tentoonstelling,0
611,Staden,50.9746511,3.0145745,West Flanders,Europa,Frankrijk,podium,1
612,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Mali,Concert,0
613,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Mali,Tentoonstelling,1
614,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Mali,podium,0
615,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Benin,Concert,0
616,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Benin,Tentoonstelling,1
617,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Benin,podium,0
618,Merelbeke,50.9945496,3.7456402,East Flanders,Afrika,Ethiopië,Concert,0
